NOC,Games,Year,Season,City,Sport,Event,Medal,NOC_Year_Event_Medal,region
GER,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Heavyweight,Bronze,GER2004Judo Men's Half-HeavyweightBronze,Germany
URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,"URS1988Canoeing Men's Canadian Doubles, 500 metresGold",Russia
URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,"URS1988Canoeing Men's Canadian Doubles, 1,000 metresGold",Russia
MDA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver,"MDA1996Canoeing Men's Canadian Doubles, 500 metresSilver",Moldova
USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Single Sculls,Silver,USA1904Rowing Men's Single ScullsSilver,USA
URS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,"URS1956Wrestling Men's Middleweight, Greco-RomanGold",Russia
URS,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,"URS1960Wrestling Men's Light-Heavyweight, Greco-RomanBronze",Russia
RUS,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,RUS2000Rhythmic Gymnastics Women's IndividualBronze,Russia
RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,RUS2004Rhythmic Gymnastics Women's IndividualGold,Russia
AUS,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,AUS1984Weightlifting Men's Light-HeavyweightSilver,Australia
URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,URS1956Alpine Skiing Women's SlalomBronze,Russia
HUN,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Individual",Bronze,"HUN1932Fencing Men's Sabre, IndividualBronze",Hungary
HUN,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Individual",Gold,"HUN1936Fencing Men's Sabre, IndividualGold",Hungary
YUG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Heavyweight,Gold,YUG1980Boxing Men's Light-HeavyweightGold,Serbia
YUG,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,Silver,YUG1976Boxing Men's Light-MiddleweightSilver,Serbia
URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Breaststroke,Gold,URS1980Swimming Women's 200 metres BreaststrokeGold,Russia
POL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Lightweight,Bronze,POL1972Weightlifting Men's LightweightBronze,Poland
HUN,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Bronze,HUN1948Swimming Men's 100 metres FreestyleBronze,Hungary
HUN,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,HUN1948Swimming Men's 4 x 200 metres Freestyle RelaySilver,Hungary
GER,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,GER1960Sailing Mixed Two Person Heavyweight DinghyBronze,Germany
RUS,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,Gold,RUS2000Tennis Men's SinglesGold,Russia
NED,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed One Person Dinghy,Gold,NED1936Sailing Mixed One Person DinghyGold,Netherlands
GRE,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Bronze,GRE2016Sailing Men's Two Person DinghyBronze,Greece
USA,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,Gold,USA1912Swimming Men's 100 metres FreestyleGold,USA
USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,Gold,USA1920Swimming Men's 100 metres FreestyleGold,USA
USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA1920Swimming Men's 4 x 200 metres Freestyle RelayGold,USA
USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,Silver,USA1924Swimming Men's 100 metres FreestyleSilver,USA
USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,Bronze,USA1924Swimming Men's 100 metres FreestyleBronze,USA
FIN,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,"FIN1920Wrestling Men's Featherweight, Greco-RomanSilver",Finland
GER,1928 Summer,1928,Summer,Amsterdam,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,GER1928Modern Pentathlon Men's IndividualBronze,Germany
GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Double Sculls,Silver,GER1936Rowing Men's Double ScullsSilver,Germany
GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,GER1960Athletics Men's 4 x 400 metres RelaySilver,Germany
AUT,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Silver,AUT1928Figure Skating Mixed PairsSilver,Austria
GER,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Flyweight,Gold,GER1936Boxing Men's FlyweightGold,Germany
FIN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,"FIN1932Wrestling Men's Welterweight, Greco-RomanSilver",Finland
HUN,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,Silver,HUN1972Boxing Men's WelterweightSilver,Hungary
JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Silver,JPN1984Gymnastics Men's Parallel BarsSilver,Japan
JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Bronze,JPN1976Gymnastics Men's Horse VaultBronze,Japan
FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver,FIN1972Cross Country Skiing Women's 5 kilometresSilver,Finland
FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze,FIN1972Cross Country Skiing Women's 10 kilometresBronze,Finland
FIN,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver,FIN1972Cross Country Skiing Women's 3 x 5 kilometres RelaySilver,Finland
FIN,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,FIN1976Cross Country Skiing Women's 4 x 5 kilometres RelaySilver,Finland
EUN,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,EUN1992Weightlifting Men's Middle-HeavyweightGold,Russia
GRE,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Heavyweight I,Gold,GRE1996Weightlifting Men's Heavyweight IGold,Greece
GRE,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,GRE2000Weightlifting Men's Middle-HeavyweightGold,Greece
GRE,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Windsurfer,Gold,GRE1996Sailing Men's WindsurferGold,Greece
GRE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,Silver,GRE2004Sailing Men's WindsurferSilver,Greece
GRE,1904 Summer,1904,Summer,St. Louis,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Gold,"GRE1904Weightlifting Men's Unlimited, Two HandsGold",Greece
UKR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze,"UKR1996Wrestling Men's Flyweight, Greco-RomanBronze",Ukraine
URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Long Jump,Gold,URS1960Athletics Women's Long JumpGold,Russia
URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,Bronze,URS1960Athletics Women's Javelin ThrowBronze,Russia
RUS,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze,"RUS2008Cycling Women's Mountainbike, Cross-CountryBronze",Russia
SUI,1968 Winter,1968,Winter,Grenoble,Nordic Combined,Nordic Combined Men's Individual,Silver,SUI1968Nordic Combined Men's IndividualSilver,Switzerland
SUI,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver,SUI1994Alpine Skiing Men's Giant SlalomSilver,Switzerland
UKR,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Lightweight,Bronze,UKR2012Weightlifting Women's LightweightBronze,Ukraine
URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,Gold,URS1952Gymnastics Women's Horse VaultGold,Russia
URS,1960 Summer,1960,Summer,Roma,Shooting,Shooting Men's Trap,Bronze,URS1960Shooting Men's TrapBronze,Russia
UKR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,Silver,UKR2004Sailing Women's Three Person KeelboatSilver,Ukraine
URS,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Springboard,Gold,URS1980Diving Women's SpringboardGold,Russia
AUT,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver,"AUT1936Canoeing Men's Kayak Doubles, 10,000 metresSilver",Austria
SVK,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold,"SVK2004Canoeing Women's Kayak Singles, SlalomGold",Slovakia
SVK,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold,"SVK2008Canoeing Women's Kayak Singles, SlalomGold",Slovakia
USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Silver,USA2016Swimming Men's 400 metres Individual MedleySilver,USA
URS,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,"URS1968Equestrianism Mixed Dressage, TeamSilver",Russia
URS,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,"URS1972Equestrianism Mixed Dressage, TeamGold",Russia
SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold,SWE2010Cross Country Skiing Women's 10 kilometresGold,Sweden
SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver,SWE2014Cross Country Skiing Women's 10 kilometresSilver,Sweden
SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Silver,SWE2014Cross Country Skiing Women's 15 km SkiathlonSilver,Sweden
FIN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,"FIN1956Ski Jumping Men's Normal Hill, IndividualSilver",Finland
FIN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,Silver,FIN1976Athletics Men's Pole VaultSilver,Finland
SUI,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver,SUI1948Rowing Men's Coxless PairsSilver,Switzerland
SUI,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Pairs,Bronze,SUI1952Rowing Men's Coxless PairsBronze,Switzerland
RSA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Individual",Silver,"RSA1920Cycling Men's Road Race, IndividualSilver",South Africa
URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,URS1952Athletics Men's 4 x 100 metres RelaySilver,Russia
UKR,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze,"UKR2008Cycling Women's Individual Pursuit, 3,000 metresBronze",Ukraine
JPN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,"JPN1984Shooting Men's Rapid-Fire Pistol, 25 metresGold",Japan
JPN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Bronze,JPN1968Football Men's FootballBronze,Japan
BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,BUL2016Rhythmic Gymnastics Women's GroupBronze,Bulgaria
THA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Lightweight,Bronze,THA2004Weightlifting Women's LightweightBronze,Thailand
RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,"RUS2016Shooting Men's Small-Bore Rifle, Three Positions, 50 metresSilver",Russia
JPN,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Open Class,Silver,JPN1964Judo Men's Open ClassSilver,Japan
URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Double Sculls,Bronze,URS1976Rowing Women's Double ScullsBronze,Russia
HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,"HUN2000Canoeing Men's Kayak Doubles, 500 metresGold",Hungary
HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,"HUN2012Canoeing Men's Kayak Fours, 1,000 metresSilver",Hungary
UGA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,Bronze,UGA1996Athletics Men's 400 metresBronze,Uganda
THA,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,Gold,THA1996Boxing Men's FeatherweightGold,Thailand
HUN,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Individual",Silver,"HUN1968Fencing Men's Foil, IndividualSilver",Hungary
HUN,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Individual",Silver,"HUN1972Fencing Men's Foil, IndividualSilver",Hungary
RUS,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,RUS2008Rhythmic Gymnastics Women's IndividualGold,Russia
RUS,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,RUS2012Rhythmic Gymnastics Women's IndividualGold,Russia
HUN,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze,HUN1976Modern Pentathlon Men's TeamBronze,Hungary
JPN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,"JPN1968Wrestling Men's Featherweight, FreestyleGold",Japan
FIN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Bronze,FIN2012Sailing Women's Three Person KeelboatBronze,Finland
JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,Gold,JPN2016Swimming Women's 200 metres BreaststrokeGold,Japan
PRK,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze,"PRK2000Wrestling Men's Bantamweight, Greco-RomanBronze",North Korea
FIN,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze,"FIN1948Wrestling Men's Flyweight, Greco-RomanBronze",Finland
FIN,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,FIN1968Weightlifting Men's Middle-HeavyweightGold,Finland
FIN,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,"FIN1956Wrestling Men's Heavyweight, FreestyleBronze",Finland
RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Gold,RUS2008Athletics Women's 20 kilometres WalkGold,Russia
RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 20 kilometres Walk,Silver,RUS2012Athletics Women's 20 kilometres WalkSilver,Russia
FIN,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,"FIN1964Ski Jumping Men's Normal Hill, IndividualGold",Finland
FIN,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver,"FIN1964Ski Jumping Men's Large Hill, IndividualSilver",Finland
FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 50 kilometres Walk,Gold,FRG1972Athletics Men's 50 kilometres WalkGold,Germany
FIN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,"FIN1972Athletics Men's 3,000 metres SteeplechaseBronze",Finland
EST,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,Gold,EST2008Athletics Men's Discus ThrowGold,Estonia
EST,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,Bronze,EST2012Athletics Men's Discus ThrowBronze,Estonia
URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,"URS1980Wrestling Men's Light-Heavyweight, Greco-RomanSilver",Russia
HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Bronze,HUN2016Swimming Women's 800 metres FreestyleBronze,Hungary
URS,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",Gold,"URS1960Cycling Men's Road Race, IndividualGold",Russia
URS,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,URS1960Cycling Men's 100 kilometres Team Time TrialBronze,Russia
TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,"TUR1956Wrestling Men's Heavyweight, FreestyleGold",Turkey
TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,"TUR1960Wrestling Men's Heavyweight, FreestyleSilver",Turkey
TUR,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,"TUR1964Wrestling Men's Heavyweight, FreestyleBronze",Turkey
URS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Lightweight,Silver,URS1964Weightlifting Men's LightweightSilver,Russia
EST,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,"EST1928Wrestling Men's Lightweight, FreestyleGold",Estonia
USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,"USA2004Equestrianism Mixed Jumping, IndividualSilver",USA
USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,"USA2004Equestrianism Mixed Jumping, TeamGold",USA
BUL,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,Bronze,BUL1960Gymnastics Men's RingsBronze,Bulgaria
BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,Bronze,BLR1996Athletics Men's Discus ThrowBronze,Belarus
RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,Bronze,RUS2000Athletics Men's Triple JumpBronze,Russia
POL,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,"POL1960Canoeing Men's Kayak Doubles, 1,000 metresBronze",Poland
GBR,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Silver,"GBR1948Art Competitions Mixed Sculpturing, StatuesSilver",UK
TCH,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,"TCH1980Wrestling Men's Welterweight, FreestyleBronze",Czech Republic
URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",Silver,"URS1980Fencing Men's Foil, TeamSilver",Russia
GRE,1896 Summer,1896,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual",Silver,"GRE1896Fencing Men's Sabre, IndividualSilver",Greece
URS,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze,"URS1988Wrestling Men's Light-Flyweight, FreestyleBronze",Russia
IRI,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Welterweight,Bronze,IRI2004Taekwondo Men's WelterweightBronze,Iran
POL,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,"POL1936Shooting Men's Small-Bore Rifle, Prone, 50 metresBronze",Poland
GRE,1896 Summer,1896,Summer,Athina,Shooting,"Shooting Men's Military Rifle, 200 metres",Gold,"GRE1896Shooting Men's Military Rifle, 200 metresGold",Greece
URS,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,"URS1960Wrestling Men's Bantamweight, Greco-RomanGold",Russia
RUS,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Women's Individual,Gold,RUS2000Trampolining Women's IndividualGold,Russia
GRE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,"GRE2000Wrestling Men's Bantamweight, FreestyleBronze",Greece
RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,"RUS2000Wrestling Men's Middleweight, Greco-RomanGold",Russia
URS,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,"URS1988Wrestling Men's Super-Heavyweight, Greco-RomanGold",Russia
EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,"EUN1992Wrestling Men's Super-Heavyweight, Greco-RomanGold",Russia
RUS,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,"RUS1996Wrestling Men's Super-Heavyweight, Greco-RomanGold",Russia
